"No.","Time","Source","Destination","Protocol","Length","Info"
"2239","47.928010","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=331633 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2240","47.928011","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=333093 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2241","47.928011","37.200.69.143","172.16.165.165","TCP","674","80  >  49451 [PSH, ACK] Seq=334553 Ack=1063 Win=64240 Len=620 [TCP segment of a reassembled PDU]"
"2242","47.928031","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=335173 Win=62160 Len=0"
"2243","47.928311","172.16.165.165","37.200.69.143","TCP","54","[TCP Window Update] 49451  >  80 [ACK] Seq=1063 Ack=335173 Win=64240 Len=0"
"2244","48.067971","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=335173 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2245","48.067972","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=336528 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2246","48.067976","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=337883 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2247","48.067976","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=339238 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2248","48.067977","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=340593 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2249","48.067977","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=341948 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2250","48.067977","37.200.69.143","172.16.165.165","TCP","1304","80  >  49451 [PSH, ACK] Seq=343408 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"2251","48.068007","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=344658 Win=62990 Len=0"
"2252","48.139748","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=344658 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2253","48.140820","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=346013 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2254","48.140821","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=347368 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2255","48.140821","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=348723 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2256","48.140835","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=350078 Win=64240 Len=0"
"2257","48.200441","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=350078 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2258","48.200444","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=351433 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2259","48.200469","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=352788 Win=64240 Len=0"
"2260","48.201757","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=352788 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2261","48.201758","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=354248 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2262","48.201758","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=355708 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2263","48.201759","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=357168 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2264","48.201759","37.200.69.143","172.16.165.165","TCP","989","80  >  49451 [PSH, ACK] Seq=358628 Ack=1063 Win=64240 Len=935 [TCP segment of a reassembled PDU]"
"2265","48.201759","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=359563 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2266","48.201760","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=361023 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2267","48.201761","37.200.69.143","172.16.165.165","TCP","1199","80  >  49451 [PSH, ACK] Seq=362483 Ack=1063 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"2268","48.201761","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=363628 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2269","48.201795","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=364983 Win=60280 Len=0"
"2270","48.201896","172.16.165.165","37.200.69.143","TCP","54","[TCP Window Update] 49451  >  80 [ACK] Seq=1063 Ack=364983 Win=64240 Len=0"
"2271","48.284083","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=364983 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2272","48.284084","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=366338 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2273","48.284117","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=367693 Win=64240 Len=0"
"2274","48.317984","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=367693 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2275","48.317985","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=369048 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2276","48.318003","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=370403 Win=64240 Len=0"
"2277","48.321249","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=370403 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2278","48.321249","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=371758 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2279","48.321250","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=373113 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2280","48.321250","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=374468 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2281","48.321250","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=375823 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2282","48.321250","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=377283 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2283","48.321251","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=378743 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2284","48.321252","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=380203 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2285","48.321252","37.200.69.143","172.16.165.165","TCP","989","80  >  49451 [PSH, ACK] Seq=381663 Ack=1063 Win=64240 Len=935 [TCP segment of a reassembled PDU]"
"2286","48.321266","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=382598 Win=60385 Len=0"
"2287","48.321358","172.16.165.165","37.200.69.143","TCP","54","[TCP Window Update] 49451  >  80 [ACK] Seq=1063 Ack=382598 Win=64240 Len=0"
"2288","48.425658","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=382598 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2289","48.425690","37.200.69.143","172.16.165.165","TCP","1304","80  >  49451 [PSH, ACK] Seq=384058 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"2290","48.425691","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=385308 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2291","48.425715","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=386663 Win=64240 Len=0"
"2292","48.428014","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=386663 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2293","48.428039","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=388018 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2294","48.428040","37.200.69.143","172.16.165.165","TCP","1304","80  >  49451 [PSH, ACK] Seq=389478 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"2295","48.428040","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=390728 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2296","48.428054","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=392188 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2297","48.428054","37.200.69.143","172.16.165.165","TCP","1199","80  >  49451 [PSH, ACK] Seq=393648 Ack=1063 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"2298","48.428067","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=394793 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2299","48.428067","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=396148 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2300","48.428068","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=397503 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2301","48.428081","37.200.69.143","172.16.165.165","TCP","1304","80  >  49451 [PSH, ACK] Seq=398963 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"2302","48.428081","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=400213 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2303","48.428082","37.200.69.143","172.16.165.165","TCP","1304","80  >  49451 [PSH, ACK] Seq=401673 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"2304","48.428115","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=402923 Win=57465 Len=0"
"2305","48.428183","172.16.165.165","37.200.69.143","TCP","54","[TCP Window Update] 49451  >  80 [ACK] Seq=1063 Ack=402923 Win=64240 Len=0"
"2306","48.487967","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=402923 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2307","48.576336","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=404278 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2308","48.576337","37.200.69.143","172.16.165.165","TCP","1304","80  >  49451 [PSH, ACK] Seq=405738 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"2309","48.576369","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=406988 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2310","48.576370","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=408448 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2311","48.576370","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=409908 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2312","48.576384","37.200.69.143","172.16.165.165","TCP","1094","80  >  49451 [PSH, ACK] Seq=411368 Ack=1063 Win=64240 Len=1040 [TCP segment of a reassembled PDU]"
"2313","48.576384","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=412408 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2314","48.576416","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=413763 Win=64240 Len=0"
"2315","48.604564","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=413763 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2316","48.604749","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=415118 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2317","48.604758","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=416473 Win=64240 Len=0"
"2318","48.604919","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=416473 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2319","48.604960","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=417933 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2320","48.604960","37.200.69.143","172.16.165.165","TCP","1199","80  >  49451 [PSH, ACK] Seq=419393 Ack=1063 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"2321","48.604960","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=420538 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2322","48.604976","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=421998 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2323","48.604976","37.200.69.143","172.16.165.165","TCP","1199","80  >  49451 [PSH, ACK] Seq=423458 Ack=1063 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"2324","48.604986","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=424603 Win=64240 Len=0"
"2325","48.605020","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=424603 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2326","48.606315","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=425958 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2327","48.606315","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=427418 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2328","48.606316","37.200.69.143","172.16.165.165","TCP","1199","80  >  49451 [PSH, ACK] Seq=428878 Ack=1063 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"2329","48.606348","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=430023 Win=64240 Len=0"
"2330","48.643453","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=430023 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2331","48.718052","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=431378 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2332","48.718053","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=432733 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2333","48.718114","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=434193 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2334","48.718115","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=435653 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2335","48.718134","37.200.69.143","172.16.165.165","TCP","1094","80  >  49451 [PSH, ACK] Seq=437113 Ack=1063 Win=64240 Len=1040 [TCP segment of a reassembled PDU]"
"2336","48.718134","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=438153 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2337","48.718135","37.200.69.143","172.16.165.165","TCP","1304","80  >  49451 [PSH, ACK] Seq=439613 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"2338","48.718152","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=440863 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2339","48.718152","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=442218 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2340","48.718153","37.200.69.143","172.16.165.165","TCP","1304","80  >  49451 [PSH, ACK] Seq=443678 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"2341","48.718169","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=444928 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2342","48.718170","37.200.69.143","172.16.165.165","TCP","1304","80  >  49451 [PSH, ACK] Seq=446388 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"2343","48.718206","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=447638 Win=56215 Len=0"
"2344","48.718581","172.16.165.165","37.200.69.143","TCP","54","[TCP Window Update] 49451  >  80 [ACK] Seq=1063 Ack=447638 Win=64240 Len=0"
"2345","48.778019","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=447638 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2346","48.778048","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=448993 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2347","48.778048","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=450348 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2348","48.778049","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=451808 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2349","48.778063","37.200.69.143","172.16.165.165","TCP","1199","80  >  49451 [PSH, ACK] Seq=453268 Ack=1063 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"2350","48.778063","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=454413 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2351","48.778063","37.200.69.143","172.16.165.165","TCP","1304","80  >  49451 [PSH, ACK] Seq=455873 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"2352","48.778103","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=457123 Win=62990 Len=0"
"2353","48.821639","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=457123 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2354","48.821785","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=458478 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2355","48.821811","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=459938 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2356","48.821811","37.200.69.143","172.16.165.165","TCP","1199","80  >  49451 [PSH, ACK] Seq=461398 Ack=1063 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"2357","48.821823","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=462543 Win=64240 Len=0"
"2358","48.898033","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=462543 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2359","48.898067","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=463898 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2360","48.898067","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=465253 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2361","48.898067","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=466608 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2362","48.898082","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=467963 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2363","48.898083","37.200.69.143","172.16.165.165","TCP","1304","80  >  49451 [PSH, ACK] Seq=469423 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"2364","48.898083","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=470673 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2365","48.898096","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=472028 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2366","48.898097","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=473383 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2367","48.898097","37.200.69.143","172.16.165.165","TCP","1304","80  >  49451 [PSH, ACK] Seq=474843 Ack=1063 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"2368","48.898109","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=476093 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2369","48.898139","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=477448 Win=58820 Len=0"
"2370","48.898292","172.16.165.165","37.200.69.143","TCP","54","[TCP Window Update] 49451  >  80 [ACK] Seq=1063 Ack=477448 Win=64240 Len=0"
"2371","49.004738","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=477448 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2372","49.004739","37.200.69.143","172.16.165.165","TCP","1409","80  >  49451 [PSH, ACK] Seq=478803 Ack=1063 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2373","49.004770","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=480158 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2374","49.004770","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=481618 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2375","49.004785","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=483078 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2376","49.004785","37.200.69.143","172.16.165.165","TCP","1094","80  >  49451 [PSH, ACK] Seq=484538 Ack=1063 Win=64240 Len=1040 [TCP segment of a reassembled PDU]"
"2377","49.004814","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=485578 Win=64240 Len=0"
"2378","49.060902","37.200.69.143","172.16.165.165","TCP","1514","80  >  49451 [ACK] Seq=485578 Ack=1063 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2379","49.060931","37.200.69.143","172.16.165.165","HTTP","836","HTTP/1.1 200 OK  (application/x-msdownload)"
"2380","49.060958","172.16.165.165","37.200.69.143","TCP","54","49451  >  80 [ACK] Seq=1063 Ack=487820 Win=64240 Len=0"
"2381","51.683701","172.16.165.165","37.200.69.143","HTTP","676","GET /index.php?req=swf&num=809&PHPSSESID=njrMNruDMhvJFIPGKuXDSKVbM07PThnJko2ahe6JVg|ZDJiZjZiZjI5Yzc5OTg3MzE1MzJkMmExN2M4NmJiOTM HTTP/1.1 "
"2382","51.684219","37.200.69.143","172.16.165.165","TCP","60","80  >  49452 [ACK] Seq=489213 Ack=1685 Win=64240 Len=0"
"2383","52.307577","172.16.165.165","37.200.69.143","HTTP","677","GET /index.php?req=swf&num=7533&PHPSSESID=njrMNruDMhvJFIPGKuXDSKVbM07PThnJko2ahe6JVg|ZDJiZjZiZjI5Yzc5OTg3MzE1MzJkMmExN2M4NmJiOTM HTTP/1.1 "
"2384","52.310174","37.200.69.143","172.16.165.165","TCP","60","80  >  49451 [ACK] Seq=487820 Ack=1686 Win=64240 Len=0"
"2385","52.314851","172.16.165.165","74.125.233.96","TLSv1","523","Application Data"
"2386","52.315689","74.125.233.96","172.16.165.165","TCP","60","443  >  49453 [ACK] Seq=4897 Ack=1065 Win=64240 Len=0"
"2387","52.622550","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=489213 Ack=1685 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2388","52.623762","37.200.69.143","172.16.165.165","TCP","1409","80  >  49452 [PSH, ACK] Seq=490568 Ack=1685 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"2389","52.623763","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=491923 Ack=1685 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2390","52.623763","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=493383 Ack=1685 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2391","52.623815","37.200.69.143","172.16.165.165","TCP","1199","80  >  49452 [PSH, ACK] Seq=494843 Ack=1685 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"2392","52.623832","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1685 Ack=495988 Win=64240 Len=0"
"2393","52.746716","37.200.69.143","172.16.165.165","TCP","1514","80  >  49452 [ACK] Seq=495988 Ack=1685 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"2394","52.746739","37.200.69.143","172.16.165.165","HTTP","251","HTTP/1.1 200 OK  (application/x-shockwave-flash)"
"2395","52.746765","172.16.165.165","37.200.69.143","TCP","54","49452  >  80 [ACK] Seq=1685 Ack=497645 Win=64240 Len=0"
"2396","52.909902","74.125.233.96","172.16.165.165","TLSv1","1403","Application Data"
"2397","52.909994","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"2398","52.909994","74.125.233.96","172.16.165.165","TLSv1","1298","Application Data"
"2399","52.910079","172.16.165.165","74.125.233.96","TCP","54","49453  >  443 [ACK] Seq=1065 Ack=8950 Win=64240 Len=0"
"2400","53.034840","74.125.233.96","172.16.165.165","TLSv1","1397","Application Data"
"2401","53.034841","74.125.233.96","172.16.165.165","TLSv1","1409","Application Data"
"2402","53.034841","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
"2403","53.034871","74.125.233.96","172.16.165.165","TLSv1","1514","Application Data"
